,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,inf,9.67635846063716e-15
2,E1_I1,inf,1.063082035814663e-14
3,E2_I1,inf,5.562806038306666e-15
4,E3_I1,inf,2.8593180777414652e-15
5,E4_I1,inf,3.7945590899904856e-15
6,E5_I1,inf,1.3045449490015951e-14
7,E6_I1,inf,9.003243990943854e-15
8,E7_I1,inf,9.324571200327551e-15
9,E8_I1,inf,5.903919881799533e-15
10,E9_I1,inf,1.0134463765583544e-14
11,E10_I1,inf,1.7872982299387907e-15
12,E11_I1,inf,7.014661660942441e-15
13,E12_I1,inf,4.268198028372064e-15
14,E13_I1,inf,9.555995879765772e-15
15,E14_I1,inf,2.3405372321436634e-14
16,E15_I1,inf,1.648065018707406e-14
17,E16_I1,inf,1.2588114720041349e-14
18,E17_I1,inf,4.837458468105167e-15
19,E18_I1,inf,4.16983841117918e-15
20,E19_I1,inf,8.556700895253143e-15
21,E20_I1,inf,1.1839969074409586e-14
22,E21_I1,inf,6.485594862827803e-15
23,E22_I1,inf,9.844946550118337e-15
24,E23_I1,inf,0.0
25,E24_I1,inf,7.35799461435649e-15
26,E25_I1,inf,2.834699580872715e-15
27,E26_I1,inf,5.520188511374939e-15
28,E27_I1,inf,1.3784801908767377e-15
29,E28_I1,inf,4.906670950839405e-15
30,E29_I1,inf,2.721264206916455e-15
31,E30_I1,inf,7.243190798100518e-15
32,E31_I1,inf,1.6861392307545485e-14
33,E32_I1,inf,1.6396118967610564e-14
34,E33_I1,inf,1.2597498857225786e-14
35,E34_I1,inf,1.9389554977362183e-14
36,E35_I1,inf,1.5066582556879873e-15
37,E36_I1,inf,4.83702489049575e-15
38,E37_I1,inf,6.594109158346782e-15
39,E38_I1,inf,1.5073085814841202e-14
40,E39_I1,inf,1.3244246601271443e-14
41,E40_I1,inf,1.1568404263989834e-14
42,E41_I1,inf,6.5573556846495135e-15
43,E42_I1,inf,6.200595836835409e-15
44,E43_I1,inf,8.057555109450217e-15
45,E44_I1,inf,7.609318377294963e-15
46,E45_I1,inf,5.368434071452724e-15
47,E46_I1,inf,7.190114126159938e-15
48,E47_I1,inf,2.6816332982277648e-15
49,E48_I1,inf,1.1431361987255981e-14
50,E49_I1,inf,5.148442660206671e-15
51,E50_I1,inf,2.2711938100173054e-14
52,E51_I1,inf,1.3627825319310797e-14
53,E52_I1,inf,5.91468095065073e-15
54,E53_I1,inf,0.0
55,E54_I1,inf,1.597794486351587e-14
56,E55_I1,inf,4.851074860596853e-15
57,E56_I1,inf,4.756809201847665e-15
58,E57_I1,inf,1.216634996090656e-14
59,E58_I1,inf,9.266623895980413e-15
60,E59_I1,inf,7.200625569833293e-15
61,E60_I1,inf,1.5348781548677982e-14
62,E61_I1,inf,1.0161674150019872e-14
63,E62_I1,inf,1.1657788816783844e-14
64,E63_I1,inf,5.00927372199816e-15
65,E64_I1,inf,9.732763768293e-15
66,E65_I1,inf,1.435519056501136e-14
67,E66_I1,inf,2.664517707938882e-14
68,E67_I1,inf,8.668846061054535e-15
69,E68_I1,inf,1.7811759905201995e-14
70,E69_I1,inf,7.203884222700862e-15
71,E70_I1,inf,2.902819767589634e-14
72,E71_I1,inf,9.144511403457369e-15
73,E72_I1,inf,2.658672013375904e-14
74,E73_I1,inf,1.551490207118639e-14
75,E74_I1,inf,5.009893973925374e-15
76,E75_I1,inf,1.3409106999156081e-14
77,E76_I1,inf,1.244491972699644e-14
78,E77_I1,inf,3.2778614768918392e-15
79,E78_I1,inf,4.774037499629055e-15
80,E79_I1,inf,9.476202809863443e-15
81,E80_I1,inf,1.2392348521939168e-14
82,E81_I1,inf,6.5247755199098856e-15
83,E82_I1,inf,2.8877682473530577e-14
84,E83_I1,inf,1.9112937160913446e-14
85,E84_I1,inf,6.368149382284282e-15
86,E85_I1,inf,6.706459363876625e-15
87,E86_I1,inf,7.238408422746372e-15
88,E87_I1,inf,9.066876078349378e-15
89,E88_I1,inf,9.883377841251927e-15
90,E89_I1,inf,1.5126259009871066e-14
91,E90_I1,inf,7.016584077104251e-15
92,E91_I1,inf,1.566787830768732e-14
93,E92_I1,inf,4.5245969531578386e-15
94,E93_I1,inf,0.0
95,E94_I1,inf,9.643123084755299e-15
96,E95_I1,inf,1.7941237134695725e-15
97,E96_I1,inf,6.103529319200016e-15
98,E97_I1,inf,1.8364320684690313e-14
99,E98_I1,inf,5.06031705968905e-15
100,E99_I1,inf,2.630147755528579e-15
101,E0_I2_P0,,5.5385644327054464e-15
102,E0_I2_P1,,1.031436864839814e-14
103,E0_I2_P2,,3.154774643261872e-15
104,E0_I2_P3,,1.0016814855477003e-14
105,E0_I2_P4,,2.2265597239835614e-14
106,E0_I2_P5,,2.088409283954201e-15
107,E0_I2_P6,,0.0
108,E0_I2_P7,,3.276496332101788e-14
109,E0_I2_P8,,1.2496273132658047e-14
110,E0_I2_P9,,1.873906328435518e-14
111,E0_I2_P10,,9.238088918548742e-15
112,E0_I2_P11,,2.11931969475827e-14
113,E0_I2_P12,,2.5265842173006262e-15
114,E0_I2_P13,,2.6114523723323734e-14
115,E0_I2_P14,,1.710458103799954e-14
116,E0_I2_P15,,4.8129396881636e-15
117,E0_I2_P16,,5.1911306550317874e-15
118,E0_I2_P17,,5.0379929970394365e-15
119,E0_I2_P18,,2.7726334131656523e-15
120,E0_I2_P19,,8.077022380513523e-15
121,E0_I2_P20,,4.733586044044673e-15
122,E0_I2_P21,,4.257210869543188e-15
123,E0_I2_P22,,7.96518682968906e-15
124,E0_I2_P23,,4.469176235776178e-15
125,E0_I2_P24,,1.560910882802252e-14
126,E0_I2_P25,,7.047126453176566e-15
127,E0_I2_P26,,6.746811078977356e-15
128,E0_I2_P27,,1.0162268881228363e-14
129,E0_I2_P28,,1.1693347005822614e-14
130,E0_I2_P29,,1.9238970005684224e-14
131,E0_I2_P30,,7.1371019531503e-15
132,E0_I2_P31,,8.596696902271032e-15
133,E0_I2_P32,,1.14603201149365e-14
134,E0_I2_P33,,1.6310331532224087e-14
135,E0_I2_P34,,2.2509747321517517e-15
136,E0_I2_P35,,1.2624144370832435e-14
137,E0_I2_P36,,6.3270618254290555e-15
138,E0_I2_P37,,1.3821836259922102e-14
139,E0_I2_P38,,9.650390014206668e-15
140,E0_I2_P39,,7.484625404971804e-15
141,E0_I2_P40,,8.956351876899842e-15
142,E0_I2_P41,,5.672881885142274e-15
143,E0_I2_P42,,7.011775309532246e-15
144,E0_I2_P43,,1.8676434286961373e-14
145,E0_I2_P44,,1.5344048529269017e-15
146,E0_I2_P45,,1.2696832391402282e-14
147,E0_I2_P46,,4.4762307194989665e-15
148,E0_I2_P47,,7.629662029435809e-15
149,E0_I2_P48,,4.741183351577596e-14
150,E0_I2_P49,,4.776112605158317e-15
151,E0_I2_P50,,1.2156905123877421e-14
152,E0_I2_P51,,6.533943439564686e-15
153,E0_I2_P52,,7.690370737316927e-15
154,E0_I2_P53,,3.825383561262326e-15
155,E0_I2_P54,,9.367086546297866e-15
156,E0_I2_P55,,6.5913199333301274e-15
157,E0_I2_P56,,1.3335440627185105e-14
158,E0_I2_P57,,8.118559808306978e-15
159,E0_I2_P58,,1.2960972729665121e-14
160,E0_I2_P59,,1.59908549939068e-14
161,E0_I2_P60,,9.551629710532305e-15
162,E0_I2_P61,,1.0898240895941704e-14
163,E0_I2_P62,,2.3294611445479093e-15
164,E0_I2_P63,,3.8360730372142926e-15
165,E0_I2_P64,,4.7340082563249764e-15
166,E0_I2_P65,,2.873921401315091e-15
167,E0_I2_P66,,7.544372202386316e-15
168,E0_I2_P67,,9.143063473451853e-15
169,E0_I2_P68,,2.217631634452085e-15
170,E0_I2_P69,,1.4260070060583975e-14
171,E0_I2_P70,,5.466881269900804e-15
172,E0_I2_P71,,1.0036327153675162e-14
173,E0_I2_P72,,1.324142282935654e-15
174,E0_I2_P73,,2.7390510813673973e-14
175,E0_I2_P74,,7.089480850400292e-15
176,E0_I2_P75,,2.658448884535981e-15
177,E0_I2_P76,,1.764952460072896e-14
178,E0_I2_P77,,6.652893041861384e-15
179,E0_I2_P78,,1.1101465494188668e-14
180,E0_I2_P79,,6.64927530355919e-15
181,E0_I2_P80,,2.2060554869698743e-14
182,E0_I2_P81,,7.436879629021924e-15
183,E0_I2_P82,,2.0471788391749162e-14
184,E0_I2_P83,,4.486883973440368e-15
185,E0_I2_P84,,5.148351528551356e-15
186,E0_I2_P85,,4.558700075595227e-15
187,E0_I2_P86,,2.0737761028077767e-15
188,E0_I2_P87,,6.281545334315457e-15
189,E0_I2_P88,,2.3807828327054978e-15
190,E0_I2_P89,,0.0
191,E0_I2_P90,,3.4838200392466866e-15
192,E0_I2_P91,,3.941994279134378e-15
193,E0_I2_P92,,7.421450940702439e-16
194,E0_I2_P93,,2.5465156020274437e-15
195,E0_I2_P94,,1.2484722968766393e-14
196,E0_I2_P95,,8.645133899763277e-15
197,E0_I2_P96,,2.6057726223483393e-14
198,E0_I2_P97,,6.4295307890833776e-15
199,E0_I2_P98,,4.520648866350116e-15
200,E0_I2_P99,,1.985842842815721e-14
201,E1_I2_P0,,1.0696054099829253e-14
202,E1_I2_P1,,1.4854533553180454e-14
203,E1_I2_P2,,2.3759552233463107e-14
204,E1_I2_P3,,5.541451184044913e-15
205,E1_I2_P4,,1.5397325774528162e-14
206,E1_I2_P5,,6.8647428440687835e-15
207,E1_I2_P6,,6.508274777785895e-15
208,E1_I2_P7,,8.069639734606443e-13
209,E1_I2_P8,,1.0385522870487398e-14
210,E1_I2_P9,,4.763239464674004e-15
211,E1_I2_P10,,9.180662958001818e-15
212,E1_I2_P11,,1.0153404092757708e-14
213,E1_I2_P12,,4.149092723473672e-15
214,E1_I2_P13,,8.400498893494472e-15
