,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,7.962693141929222e-15,1.3566916197355703e-14
2,E1_I1,inf,0.0
3,E2_I1,1.455863713175038e-14,1.8204813932187808e-14
4,E3_I1,1.1880911975997363e-14,0.0
5,E4_I1,6.8887310899824234e-15,0.0
6,E5_I1,inf,7.747932259227587e-15
7,E6_I1,7.529717699796647e-15,0.0
8,E7_I1,9.894012933196213e-15,8.424351770796435e-15
9,E8_I1,inf,0.0
10,E9_I1,inf,4.3011796556956306e-14
11,E10_I1,7.0907327199670196e-15,1.6899041403659417e-14
12,E11_I1,7.777494834713661e-15,0.0
13,E12_I1,inf,9.450975012376033e-15
14,E13_I1,1.3261049860316461e-14,2.309178201735665e-14
15,E14_I1,8.28322439541222e-15,3.555133918951251e-14
16,E15_I1,inf,9.973626903792576e-15
17,E16_I1,inf,0.0
18,E17_I1,1.2522613822653276e-14,0.0
19,E18_I1,inf,1.732605090324292e-14
20,E19_I1,5.058119224081625e-15,0.0
21,E20_I1,1.446585696409643e-14,0.0
22,E21_I1,7.385187929919551e-15,9.642504010400873e-15
23,E22_I1,1.088833117964816e-14,2.4495345036868757e-14
24,E23_I1,1.331560494035774e-14,0.0
25,E24_I1,inf,2.6888080511217035e-14
26,E25_I1,inf,0.0
27,E26_I1,inf,0.0
28,E27_I1,9.036137113504789e-15,0.0
29,E28_I1,inf,0.0
30,E29_I1,5.37945561886248e-15,2.5955735709361228e-14
31,E30_I1,7.876351650632076e-15,1.504327810068702e-14
32,E31_I1,6.944127244922203e-15,2.8753952505227296e-13
33,E32_I1,4.17024180210096e-15,9.84708618458279e-15
34,E33_I1,7.126750629621056e-15,7.123113085368069e-14
35,E34_I1,1.17519743238286e-14,2.1414250663397986e-14
36,E35_I1,inf,0.0
37,E36_I1,1.304494709910739e-14,7.83555695878892e-14
38,E37_I1,9.498829968469499e-15,0.0
39,E38_I1,inf,2.6238346146319087e-14
40,E39_I1,inf,0.0
41,E40_I1,1.007317304747042e-14,8.27734744939924e-15
