,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,1.0847423221856967e-14,0.0
2,E1_I1,1.0591115637773304e-14,0.0
3,E2_I1,1.0314665547559586e-14,0.0
4,E3_I1,1.059613820325277e-14,0.0
5,E4_I1,1.0667601425971211e-14,2.3034423535024206e-14
6,E5_I1,1.3012275176526283e-14,0.0
7,E6_I1,3.987545279298915e-15,0.0
8,E7_I1,6.448411369614635e-15,0.0
9,E8_I1,1.3082432472688225e-14,0.0
10,E9_I1,9.466993039523348e-15,3.559268255988072e-14
11,E10_I1,8.732763813552022e-15,0.0
12,E11_I1,1.1278622023553948e-14,0.0
13,E12_I1,1.0838090881603446e-14,0.0
14,E13_I1,7.30433143766048e-15,0.0
15,E14_I1,9.760529322175903e-15,0.0
16,E15_I1,5.015358615706547e-15,0.0
17,E16_I1,8.57293501553899e-15,0.0
18,E17_I1,1.2259169818160322e-14,0.0
19,E18_I1,1.3540706659032417e-14,0.0
20,E19_I1,1.361259163689428e-14,0.0
21,E20_I1,5.0421549008837585e-15,1.910360715720165e-14
22,E21_I1,6.527548605731971e-15,0.0
23,E22_I1,9.086195071775896e-15,8.006643897124472e-14
24,E23_I1,1.0010076705875117e-14,0.0
25,E24_I1,1.0077555963753419e-14,0.0
26,E25_I1,8.892428956499343e-15,0.0
27,E26_I1,1.126581004736406e-14,0.0
28,E27_I1,8.69028519259711e-15,0.0
29,E28_I1,1.0937906131936395e-14,0.0
30,E29_I1,1.0544933264995833e-14,3.569196371315403e-14
31,E30_I1,7.485193075407874e-15,4.735505557796757e-13
32,E31_I1,8.300570461730272e-15,2.11710085631148e-14
33,E32_I1,7.995554370442524e-15,0.0
34,E33_I1,1.200220226519424e-14,0.0
35,E34_I1,1.1713637923460748e-14,3.654564511694246e-14
36,E35_I1,8.234281341783292e-15,7.945244607766249e-14
37,E36_I1,1.32142626175205e-14,0.0
38,E37_I1,9.240921597201139e-15,0.0
39,E38_I1,1.0136452071291258e-14,0.0
40,E39_I1,6.954268007380424e-15,0.0
41,E40_I1,6.548794785773558e-15,0.0
42,E41_I1,8.711955921972592e-15,0.0
43,E42_I1,8.866018633261433e-15,0.0
44,E43_I1,1.2699270811024648e-14,0.0
45,E44_I1,8.68409461413691e-15,0.0
46,E45_I1,6.0562950427971386e-15,4.884242841916548e-14
47,E46_I1,1.3026609269088055e-14,0.0
48,E47_I1,1.238051247107766e-14,0.0
49,E48_I1,1.1481352634959966e-14,0.0
50,E49_I1,1.1567310524756915e-14,0.0
51,E50_I1,1.0604088019683608e-14,1.9703922336335417e-14
52,E51_I1,9.573901167847499e-15,3.069004385882711e-14
53,E52_I1,1.2582907175205703e-14,0.0
54,E53_I1,9.542336784128423e-15,0.0
55,E54_I1,1.3502490018832269e-14,0.0
56,E55_I1,1.0367446406159656e-14,0.0
57,E56_I1,7.461949569962045e-15,0.0
58,E57_I1,1.2599093908802252e-14,2.624328595965972e-13
59,E58_I1,8.65373590429878e-15,0.0
60,E59_I1,9.56296327305754e-15,7.491788595140588e-14
61,E60_I1,7.274372773641816e-15,0.0
62,E61_I1,8.968408013972585e-15,0.0
63,E62_I1,1.2041545042402584e-14,0.0
64,E63_I1,8.831810290381259e-15,0.0
65,E64_I1,1.1223116387574285e-14,0.0
66,E65_I1,1.2695845164068491e-14,0.0
67,E66_I1,1.0731113090284189e-14,0.0
68,E67_I1,8.909189473718549e-15,0.0
69,E68_I1,6.41223824523412e-15,3.6937749863366956e-14
70,E69_I1,7.175810415367909e-15,0.0
71,E70_I1,1.1874025359076127e-14,0.0
72,E71_I1,1.0295380656781805e-14,0.0
73,E72_I1,6.4623860284919926e-15,0.0
74,E73_I1,1.3437019189700754e-14,3.636978754899571e-14
75,E74_I1,1.1285705817783205e-14,4.2925957298653994e-14
76,E75_I1,7.020709485849093e-15,0.0
77,E76_I1,1.125864051752153e-14,0.0
78,E77_I1,1.1746235371081989e-14,0.0
79,E78_I1,7.64760222051313e-15,2.0530106140296724e-14
80,E79_I1,7.925820459582193e-15,0.0
81,E80_I1,7.627597953511778e-15,0.0
82,E81_I1,9.469732608851097e-15,0.0
83,E82_I1,8.506783987213499e-15,3.916111617132881e-14
84,E83_I1,9.662070937585804e-15,0.0
85,E84_I1,9.236009537289544e-15,0.0
86,E85_I1,3.953137055196937e-15,0.0
87,E86_I1,9.808137496156383e-15,8.431639370566333e-14
88,E87_I1,1.2251586604746565e-14,3.5477466098739125e-14
89,E88_I1,1.0938966084148292e-14,0.0
90,E89_I1,1.1893555010353448e-14,0.0
91,E90_I1,9.898433708425658e-15,0.0
92,E91_I1,6.586999248035079e-15,0.0
93,E92_I1,1.363360907939645e-14,3.384907766025875e-14
94,E93_I1,1.3708320012383556e-14,4.935689402385958e-13
95,E94_I1,9.415504752000113e-15,0.0
96,E95_I1,8.23415734708992e-15,0.0
97,E96_I1,1.0354562095461349e-14,0.0
98,E97_I1,6.069987661853871e-15,0.0
99,E98_I1,5.451572273068745e-15,0.0
100,E99_I1,8.532299460195218e-15,2.8616328085706374e-14
101,E0_I2_P0,,4.000483200991358e-14
102,E0_I2_P1,,3.99524597959725e-14
103,E0_I2_P2,,2.84443581118412e-14
104,E0_I2_P3,,0.0
105,E0_I2_P4,,0.0
106,E0_I2_P5,,0.0
107,E0_I2_P6,,0.0
108,E0_I2_P7,,0.0
109,E0_I2_P8,,0.0
110,E0_I2_P9,,8.5802641521291e-14
111,E0_I2_P10,,0.0
112,E0_I2_P11,,0.0
113,E0_I2_P12,,0.0
114,E0_I2_P13,,4.440104509493147e-14
115,E0_I2_P14,,0.0
116,E0_I2_P15,,0.0
117,E0_I2_P16,,0.0
118,E0_I2_P17,,0.0
119,E0_I2_P18,,3.4079704408217325e-14
120,E0_I2_P19,,0.0
121,E0_I2_P20,,0.0
122,E0_I2_P21,,0.0
123,E0_I2_P22,,0.0
124,E0_I2_P23,,1.9908877392354594e-14
125,E0_I2_P24,,3.4831555510314845e-14
126,E0_I2_P25,,0.0
127,E0_I2_P26,,4.6372397515977995e-14
128,E0_I2_P27,,0.0
129,E0_I2_P28,,0.0
130,E0_I2_P29,,0.0
131,E0_I2_P30,,0.0
132,E0_I2_P31,,0.0
133,E0_I2_P32,,0.0
134,E0_I2_P33,,0.0
135,E0_I2_P34,,0.0
136,E0_I2_P35,,0.0
137,E0_I2_P36,,3.4950879073794295e-14
138,E0_I2_P37,,0.0
139,E0_I2_P38,,0.0
140,E0_I2_P39,,5.935760523413617e-14
141,E0_I2_P40,,0.0
142,E0_I2_P41,,2.9904045856996855e-14
143,E0_I2_P42,,0.0
144,E0_I2_P43,,3.577732200342588e-14
145,E0_I2_P44,,5.220698222961524e-14
146,E0_I2_P45,,0.0
147,E0_I2_P46,,0.0
148,E0_I2_P47,,2.951123312246835e-14
149,E0_I2_P48,,0.0
150,E0_I2_P49,,0.0
151,E0_I2_P50,,0.0
152,E0_I2_P51,,0.0
153,E0_I2_P52,,0.0
154,E0_I2_P53,,0.0
155,E0_I2_P54,,0.0
156,E0_I2_P55,,3.7946121266075895e-14
157,E0_I2_P56,,0.0
158,E0_I2_P57,,0.0
159,E0_I2_P58,,7.762589641248856e-14
160,E0_I2_P59,,0.0
161,E0_I2_P60,,2.4710054584937237e-14
162,E0_I2_P61,,0.0
163,E0_I2_P62,,7.491083656568185e-14
164,E0_I2_P63,,0.0
165,E0_I2_P64,,0.0
166,E0_I2_P65,,0.0
167,E0_I2_P66,,0.0
168,E0_I2_P67,,4.202173734367583e-14
169,E0_I2_P68,,3.766149079204371e-14
170,E0_I2_P69,,0.0
171,E0_I2_P70,,0.0
172,E0_I2_P71,,0.0
173,E0_I2_P72,,0.0
174,E0_I2_P73,,0.0
175,E0_I2_P74,,0.0
176,E0_I2_P75,,0.0
177,E0_I2_P76,,0.0
178,E0_I2_P77,,0.0
179,E0_I2_P78,,0.0
180,E0_I2_P79,,0.0
181,E0_I2_P80,,3.1356983142745844e-14
182,E0_I2_P81,,0.0
183,E0_I2_P82,,0.0
184,E0_I2_P83,,3.4320607377127966e-14
185,E0_I2_P84,,0.0
186,E0_I2_P85,,0.0
187,E0_I2_P86,,4.646763504484679e-14
188,E0_I2_P87,,0.0
189,E0_I2_P88,,0.0
190,E0_I2_P89,,0.0
191,E0_I2_P90,,0.0
192,E0_I2_P91,,0.0
193,E0_I2_P92,,0.0
194,E0_I2_P93,,0.0
195,E0_I2_P94,,0.0
196,E0_I2_P95,,0.0
197,E0_I2_P96,,0.0
198,E0_I2_P97,,0.0
199,E0_I2_P98,,0.0
200,E0_I2_P99,,0.0
201,E1_I2_P0,,0.0
202,E1_I2_P1,,8.681162294170795e-14
203,E1_I2_P2,,0.0
204,E1_I2_P3,,6.147930328348967e-14
205,E1_I2_P4,,0.0
206,E1_I2_P5,,0.0
207,E1_I2_P6,,0.0
208,E1_I2_P7,,0.0
209,E1_I2_P8,,0.0
210,E1_I2_P9,,0.0
211,E1_I2_P10,,0.0
212,E1_I2_P11,,0.0
213,E1_I2_P12,,0.0
214,E1_I2_P13,,0.0
215,E1_I2_P14,,0.0
216,E1_I2_P15,,0.0
217,E1_I2_P16,,3.0187492683232473e-14
218,E1_I2_P17,,0.0
219,E1_I2_P18,,5.290741675852529e-14
220,E1_I2_P19,,0.0
221,E1_I2_P20,,0.0
222,E1_I2_P21,,0.0
223,E1_I2_P22,,0.0
224,E1_I2_P23,,0.0
225,E1_I2_P24,,0.0
226,E1_I2_P25,,4.186682792068952e-13
227,E1_I2_P26,,0.0
228,E1_I2_P27,,0.0
229,E1_I2_P28,,3.4996310068966244e-14
230,E1_I2_P29,,2.8192654533885387e-14
231,E1_I2_P30,,0.0
232,E1_I2_P31,,0.0
233,E1_I2_P32,,0.0
234,E1_I2_P33,,0.0
235,E1_I2_P34,,0.0
236,E1_I2_P35,,8.09666658388487e-14
237,E1_I2_P36,,0.0
238,E1_I2_P37,,0.0
239,E1_I2_P38,,6.205929559689353e-14
240,E1_I2_P39,,4.308546487191977e-14
241,E1_I2_P40,,4.025795682046076e-14
242,E1_I2_P41,,0.0
243,E1_I2_P42,,0.0
244,E1_I2_P43,,0.0
245,E1_I2_P44,,0.0
246,E1_I2_P45,,0.0
247,E1_I2_P46,,0.0
248,E1_I2_P47,,0.0
249,E1_I2_P48,,0.0
250,E1_I2_P49,,3.713375012235094e-14
251,E1_I2_P50,,0.0
252,E1_I2_P51,,0.0
253,E1_I2_P52,,0.0
254,E1_I2_P53,,0.0
255,E1_I2_P54,,0.0
256,E1_I2_P55,,0.0
257,E1_I2_P56,,0.0
258,E1_I2_P57,,0.0
259,E1_I2_P58,,0.0
260,E1_I2_P59,,0.0
261,E1_I2_P60,,0.0
262,E1_I2_P61,,0.0
263,E1_I2_P62,,0.0
264,E1_I2_P63,,0.0
265,E1_I2_P64,,0.0
266,E1_I2_P65,,2.870494467200708e-14
267,E1_I2_P66,,0.0
268,E1_I2_P67,,0.0
269,E1_I2_P68,,0.0
270,E1_I2_P69,,0.0
271,E1_I2_P70,,0.0
272,E1_I2_P71,,0.0
273,E1_I2_P72,,0.0
274,E1_I2_P73,,0.0
275,E1_I2_P74,,0.0
276,E1_I2_P75,,0.0
277,E1_I2_P76,,0.0
278,E1_I2_P77,,0.0
279,E1_I2_P78,,0.0
280,E1_I2_P79,,0.0
281,E1_I2_P80,,3.737663293921264e-14
282,E1_I2_P81,,9.300294859747073e-15
283,E1_I2_P82,,0.0
284,E1_I2_P83,,0.0
285,E1_I2_P84,,0.0
286,E1_I2_P85,,3.218983650879114e-14
287,E1_I2_P86,,3.719182765364099e-14
288,E1_I2_P87,,0.0
289,E1_I2_P88,,0.0
290,E1_I2_P89,,0.0
291,E1_I2_P90,,0.0
292,E1_I2_P91,,0.0
293,E1_I2_P92,,0.0
294,E1_I2_P93,,0.0
295,E1_I2_P94,,0.0
296,E1_I2_P95,,0.0
297,E1_I2_P96,,0.0
298,E1_I2_P97,,0.0
299,E1_I2_P98,,3.7160469570553716e-14
300,E1_I2_P99,,0.0
301,E2_I2_P0,,5.4590469391108e-14
302,E2_I2_P1,,0.0
303,E2_I2_P2,,3.580194766273359e-14
304,E2_I2_P3,,0.0
305,E2_I2_P4,,0.0
306,E2_I2_P5,,0.0
307,E2_I2_P6,,0.0
308,E2_I2_P7,,0.0
309,E2_I2_P8,,0.0
310,E2_I2_P9,,0.0
311,E2_I2_P10,,0.0
312,E2_I2_P11,,8.805323543467179e-14
313,E2_I2_P12,,4.1163678558360885e-14
314,E2_I2_P13,,0.0
315,E2_I2_P14,,6.374542622512794e-14
316,E2_I2_P15,,5.0045810576186854e-14
317,E2_I2_P16,,3.3565022968034337e-13
318,E2_I2_P17,,0.0
319,E2_I2_P18,,0.0
320,E2_I2_P19,,0.0
321,E2_I2_P20,,0.0
322,E2_I2_P21,,0.0
323,E2_I2_P22,,0.0
324,E2_I2_P23,,4.5307595653315633e-14
325,E2_I2_P24,,0.0
326,E2_I2_P25,,0.0
327,E2_I2_P26,,0.0
328,E2_I2_P27,,0.0
329,E2_I2_P28,,2.2222697674545944e-14
330,E2_I2_P29,,0.0
331,E2_I2_P30,,6.46921787517114e-14
332,E2_I2_P31,,0.0
333,E2_I2_P32,,0.0
334,E2_I2_P33,,0.0
335,E2_I2_P34,,4.4770902833138226e-14
336,E2_I2_P35,,0.0
337,E2_I2_P36,,0.0
338,E2_I2_P37,,0.0
339,E2_I2_P38,,0.0
340,E2_I2_P39,,4.2352590174811524e-14
341,E2_I2_P40,,0.0
342,E2_I2_P41,,0.0
343,E2_I2_P42,,0.0
344,E2_I2_P43,,3.9173803731734087e-14
345,E2_I2_P44,,0.0
346,E2_I2_P45,,0.0
347,E2_I2_P46,,0.0
348,E2_I2_P47,,0.0
349,E2_I2_P48,,6.38295840178625e-14
350,E2_I2_P49,,0.0
351,E2_I2_P50,,0.0
352,E2_I2_P51,,3.0444251946106923e-13
353,E2_I2_P52,,0.0
354,E2_I2_P53,,0.0
355,E2_I2_P54,,0.0
356,E2_I2_P55,,0.0
357,E2_I2_P56,,0.0
358,E2_I2_P57,,0.0
359,E2_I2_P58,,0.0
360,E2_I2_P59,,0.0
361,E2_I2_P60,,0.0
362,E2_I2_P61,,0.0
363,E2_I2_P62,,0.0
364,E2_I2_P63,,0.0
365,E2_I2_P64,,0.0
366,E2_I2_P65,,1.8687515750226985e-14
367,E2_I2_P66,,0.0
368,E2_I2_P67,,0.0
369,E2_I2_P68,,0.0
370,E2_I2_P69,,0.0
371,E2_I2_P70,,1.7803174784355345e-14
372,E2_I2_P71,,0.0
373,E2_I2_P72,,0.0
374,E2_I2_P73,,3.731611988289867e-13
375,E2_I2_P74,,0.0
376,E2_I2_P75,,4.832143814647432e-14
377,E2_I2_P76,,3.5654720053575236e-14
378,E2_I2_P77,,5.2396694209091e-14
379,E2_I2_P78,,0.0
380,E2_I2_P79,,0.0
381,E2_I2_P80,,0.0
382,E2_I2_P81,,0.0
383,E2_I2_P82,,0.0
384,E2_I2_P83,,0.0
385,E2_I2_P84,,0.0
386,E2_I2_P85,,0.0
387,E2_I2_P86,,0.0
388,E2_I2_P87,,5.306341339363944e-14
389,E2_I2_P88,,4.4090021421707395e-14
390,E2_I2_P89,,5.674841342816062e-14
391,E2_I2_P90,,0.0
392,E2_I2_P91,,1.991070748646046e-14
393,E2_I2_P92,,0.0
394,E2_I2_P93,,0.0
395,E2_I2_P94,,0.0
396,E2_I2_P95,,4.209344419343312e-14
397,E2_I2_P96,,0.0
398,E2_I2_P97,,0.0
399,E2_I2_P98,,0.0
400,E2_I2_P99,,3.350969967795721e-14
401,E3_I2_P0,,3.237660746543524e-14
402,E3_I2_P1,,0.0
403,E3_I2_P2,,0.0
404,E3_I2_P3,,0.0
405,E3_I2_P4,,1.3339816042699819e-13
406,E3_I2_P5,,3.6441734463431665e-14
407,E3_I2_P6,,0.0
408,E3_I2_P7,,0.0
409,E3_I2_P8,,0.0
410,E3_I2_P9,,0.0
411,E3_I2_P10,,0.0
412,E3_I2_P11,,3.659011848627682e-14
413,E3_I2_P12,,0.0
414,E3_I2_P13,,0.0
415,E3_I2_P14,,3.095184561302122e-14
416,E3_I2_P15,,7.261654519171021e-14
417,E3_I2_P16,,0.0
418,E3_I2_P17,,0.0
419,E3_I2_P18,,0.0
420,E3_I2_P19,,3.754801989629661e-14
421,E3_I2_P20,,0.0
422,E3_I2_P21,,3.1907798864846776e-14
423,E3_I2_P22,,1.9915884766397524e-14
424,E3_I2_P23,,2.4203035335544258e-14
425,E3_I2_P24,,1.4039241311085842e-13
426,E3_I2_P25,,0.0
427,E3_I2_P26,,0.0
428,E3_I2_P27,,0.0
429,E3_I2_P28,,8.715149136750494e-14
430,E3_I2_P29,,0.0
431,E3_I2_P30,,0.0
432,E3_I2_P31,,0.0
433,E3_I2_P32,,0.0
434,E3_I2_P33,,0.0
435,E3_I2_P34,,0.0
436,E3_I2_P35,,0.0
437,E3_I2_P36,,4.125930668384894e-14
438,E3_I2_P37,,2.4270427490339877e-14
439,E3_I2_P38,,3.437266385253969e-14
440,E3_I2_P39,,0.0
441,E3_I2_P40,,3.7759535899794366e-14
442,E3_I2_P41,,0.0
443,E3_I2_P42,,0.0
444,E3_I2_P43,,0.0
445,E3_I2_P44,,0.0
446,E3_I2_P45,,0.0
447,E3_I2_P46,,0.0
448,E3_I2_P47,,3.5663742491945864e-14
449,E3_I2_P48,,0.0
450,E3_I2_P49,,3.3759751319499856e-14
451,E3_I2_P50,,0.0
452,E3_I2_P51,,0.0
453,E3_I2_P52,,6.227339077437789e-14
454,E3_I2_P53,,6.010686333067935e-14
455,E3_I2_P54,,0.0
456,E3_I2_P55,,0.0
457,E3_I2_P56,,0.0
458,E3_I2_P57,,0.0
459,E3_I2_P58,,4.216821803825233e-14
460,E3_I2_P59,,5.885341457699821e-13
461,E3_I2_P60,,0.0
462,E3_I2_P61,,0.0
463,E3_I2_P62,,0.0
464,E3_I2_P63,,0.0
465,E3_I2_P64,,0.0
466,E3_I2_P65,,0.0
467,E3_I2_P66,,4.343352055794397e-14
468,E3_I2_P67,,3.2166370134602706e-14
469,E3_I2_P68,,0.0
