,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,9.030834000315863e-15,1.5519597111002577e-14
2,E1_I1,inf,7.849647872931181e-15
3,E2_I1,inf,0.0
4,E3_I1,inf,1.6114499134595723e-14
5,E4_I1,1.2916894164330156e-14,1.0338969186802587e-14
6,E5_I1,8.851230384285227e-15,1.8275703789572025e-14
7,E6_I1,1.003485178234245e-14,0.0
8,E7_I1,7.59941807072825e-15,0.0
9,E8_I1,7.824332270472325e-15,0.0
10,E9_I1,inf,2.3391793073960826e-14
11,E10_I1,9.619268144905325e-15,8.666848763368155e-15
12,E11_I1,inf,4.649356431828142e-14
13,E12_I1,7.757304574153718e-15,0.0
14,E13_I1,6.994286371056963e-15,2.8063352660090118e-14
15,E14_I1,1.130175830894417e-14,0.0
16,E15_I1,inf,1.2376142331839656e-14
17,E16_I1,1.0935531892113311e-14,0.0
18,E17_I1,1.0317188124832988e-14,1.0728635244113131e-13
19,E18_I1,inf,0.0
20,E19_I1,9.135334794007852e-15,0.0
21,E20_I1,inf,0.0
22,E21_I1,8.923495691382018e-15,1.5156246275589424e-14
23,E22_I1,1.4262623988256608e-14,1.343315340290637e-14
24,E23_I1,inf,0.0
25,E24_I1,inf,2.141986989820118e-14
26,E25_I1,inf,0.0
27,E26_I1,inf,7.545227730536631e-15
28,E27_I1,inf,0.0
29,E28_I1,inf,0.0
30,E29_I1,inf,2.597814344311715e-14
31,E30_I1,9.082904705688473e-15,2.3074878391054682e-14
32,E31_I1,7.64912258677231e-15,0.0
33,E32_I1,inf,2.05396587131084e-14
34,E33_I1,7.103439220614522e-15,0.0
35,E34_I1,8.437716303868117e-15,0.0
36,E35_I1,1.4030131925527215e-14,8.962405972538336e-15
37,E36_I1,inf,1.7858285654974585e-14
38,E37_I1,5.792682111799796e-15,0.0
39,E38_I1,inf,2.889070053829374e-14
40,E39_I1,7.293283984001136e-15,0.0
41,E40_I1,inf,2.0380822278427236e-14
42,E41_I1,inf,0.0
43,E42_I1,inf,1.519135342671802e-14
44,E43_I1,inf,0.0
45,E44_I1,7.514823300255883e-15,1.3331809310564846e-14
46,E45_I1,8.346238299212543e-15,0.0
47,E46_I1,inf,3.9490364687549583e-14
48,E47_I1,inf,1.1074204283120381e-14
49,E48_I1,7.99680204519597e-15,0.0
50,E49_I1,9.862154140278861e-15,0.0
51,E50_I1,8.005361185785592e-15,6.773550022072866e-15
52,E51_I1,9.78073297066896e-15,0.0
53,E52_I1,9.001845347850842e-15,1.8749433431515905e-14
54,E53_I1,inf,0.0
55,E54_I1,inf,0.0
56,E55_I1,inf,2.9502351837258677e-14
57,E56_I1,inf,0.0
58,E57_I1,inf,3.0328684339761673e-13
59,E58_I1,9.712420952582724e-15,0.0
60,E59_I1,1.5990140110061186e-14,8.713431871135736e-15
61,E60_I1,1.0094073155313185e-14,0.0
62,E61_I1,inf,2.2359238629877107e-14
63,E62_I1,1.0601655543945032e-14,2.9473555499770707e-14
64,E63_I1,inf,1.289025776858915e-14
65,E64_I1,7.039890627989196e-15,1.017964656892031e-14
66,E65_I1,inf,2.03059476827992e-14
67,E66_I1,inf,2.4626624631008942e-14
68,E67_I1,8.503885041897756e-15,0.0
69,E68_I1,7.371999698540567e-15,0.0
70,E69_I1,inf,0.0
71,E70_I1,inf,0.0
72,E71_I1,inf,0.0
73,E72_I1,inf,5.853659597832352e-15
74,E73_I1,9.927445022895166e-15,0.0
75,E74_I1,8.787729520485381e-15,0.0
