,Experiments,LDM,SIM
0,time,4.610277777777778,6.561944444444444
1,E0_I1,7.77392027007503e-15,0.0
2,E1_I1,1.2567366096595893e-14,0.0
3,E2_I1,9.091721631190628e-15,0.0
4,E3_I1,8.287238795044671e-15,0.0
5,E4_I1,1.0548618209533996e-14,2.514043346869894e-14
6,E5_I1,8.687687383266162e-15,3.4630681066371264e-14
7,E6_I1,1.0305389112329917e-14,0.0
8,E7_I1,9.730197341597543e-15,2.0248400033988287e-14
9,E8_I1,7.39645858503271e-15,0.0
10,E9_I1,1.1948204520551387e-14,0.0
11,E10_I1,9.833276096007428e-15,0.0
12,E11_I1,7.440770127907601e-15,0.0
13,E12_I1,1.2438628444095661e-14,0.0
14,E13_I1,7.849811839921259e-15,0.0
15,E14_I1,8.212289881553726e-15,0.0
16,E15_I1,8.440506161481481e-15,0.0
17,E16_I1,9.671557372872587e-15,0.0
18,E17_I1,5.025754643552427e-15,0.0
19,E18_I1,9.876525826294904e-15,0.0
20,E19_I1,9.34108165194023e-15,0.0
21,E20_I1,1.299792111473573e-14,0.0
22,E21_I1,4.687270379390653e-15,0.0
23,E22_I1,4.922438429120247e-15,2.360280295552483e-14
24,E23_I1,1.1508120697314505e-14,0.0
25,E24_I1,1.1868177446932353e-14,3.417125546889291e-14
26,E25_I1,1.0722427661922852e-14,0.0
27,E26_I1,1.2385957673987687e-14,0.0
28,E27_I1,1.3326613133704422e-14,0.0
29,E28_I1,8.558219414030629e-15,0.0
30,E29_I1,5.656724147218908e-15,0.0
31,E30_I1,1.0022233473228738e-14,0.0
32,E31_I1,1.0258167523926551e-14,0.0
33,E32_I1,1.0200868278042756e-14,0.0
34,E33_I1,6.79845450276725e-15,0.0
35,E34_I1,1.4311855359388382e-14,0.0
36,E35_I1,1.2375278643952986e-14,0.0
37,E36_I1,1.1539851513408643e-14,0.0
38,E37_I1,6.885485617037094e-15,2.009659184379878e-14
39,E38_I1,6.433911916360039e-15,0.0
40,E39_I1,6.394477626482615e-15,0.0
41,E40_I1,1.0689237224101223e-14,0.0
42,E41_I1,8.468357937538045e-15,0.0
43,E42_I1,1.6434862413646954e-14,0.0
44,E43_I1,4.372486961619788e-15,0.0
45,E44_I1,8.014123724580151e-15,0.0
46,E45_I1,4.954228694738952e-15,0.0
47,E46_I1,8.036208506254421e-15,2.3781543467144278e-14
48,E47_I1,7.34167331665908e-15,0.0
49,E48_I1,9.463066275519726e-15,0.0
50,E49_I1,8.099582278589313e-15,0.0
51,E50_I1,1.0024525686403418e-14,0.0
52,E51_I1,9.71287468886418e-15,0.0
53,E52_I1,1.0780243055595874e-14,0.0
54,E53_I1,1.3632504120964854e-14,0.0
55,E54_I1,1.0594774122155532e-14,0.0
56,E55_I1,9.344053319817349e-15,0.0
57,E56_I1,1.01282122827633e-14,0.0
58,E57_I1,5.992911221500515e-15,0.0
59,E58_I1,4.0558558548864975e-15,2.836709145574931e-13
60,E59_I1,9.544933708730303e-15,3.8546403419236406e-14
61,E60_I1,9.591780214468122e-15,0.0
62,E61_I1,1.147653955232701e-14,0.0
63,E62_I1,7.25830721642937e-15,2.9289806532799506e-14
64,E63_I1,1.2583671206965571e-14,0.0
65,E64_I1,8.634429459138986e-15,0.0
66,E65_I1,1.472234756870845e-14,0.0
67,E66_I1,1.2096972357192328e-14,2.7601328056958475e-13
68,E67_I1,5.5952090547926714e-15,0.0
69,E68_I1,1.3067761112540898e-14,0.0
70,E69_I1,6.593178701919054e-15,0.0
71,E70_I1,7.623867134133195e-15,0.0
72,E71_I1,7.118196908197993e-15,0.0
73,E72_I1,6.527148574448023e-15,0.0
74,E73_I1,1.0636862333771534e-14,0.0
75,E74_I1,1.119518007701671e-14,0.0
76,E75_I1,1.0242427136517423e-14,0.0
77,E76_I1,9.994995530229584e-15,0.0
78,E77_I1,9.648059845642256e-15,0.0
79,E78_I1,1.0075469375814747e-14,0.0
80,E79_I1,1.0264504799041055e-14,3.5359452770049595e-13
81,E80_I1,7.049785615008502e-15,0.0
82,E81_I1,9.200747374017753e-15,0.0
83,E82_I1,1.2647438993926873e-14,0.0
84,E83_I1,6.2955257324756e-15,6.817099433464506e-14
85,E84_I1,1.1201333579281192e-14,0.0
86,E85_I1,5.247202361983307e-15,2.8622810942867137e-13
87,E86_I1,8.428203879616091e-15,0.0
88,E87_I1,7.482450364527682e-15,0.0
89,E88_I1,5.951322597820803e-15,0.0
90,E89_I1,6.646003229133967e-15,0.0
91,E90_I1,5.798215201347973e-15,0.0
92,E91_I1,7.983104762159712e-15,4.054541374379015e-14
93,E92_I1,8.405146218503233e-15,0.0
94,E93_I1,1.0193993793002446e-14,0.0
95,E94_I1,7.76135285014431e-15,0.0
96,E95_I1,1.091142752136138e-14,0.0
97,E96_I1,7.093820100334893e-15,3.599760465673431e-14
98,E97_I1,7.747335782543654e-15,0.0
99,E98_I1,9.019036983310823e-15,0.0
100,E99_I1,9.883314935644266e-15,2.854142408963701e-14
101,E0_I2_P0,,3.330426908843418e-14
102,E0_I2_P1,,2.858263769645272e-14
103,E0_I2_P2,,0.0
104,E0_I2_P3,,4.8458290275618983e-14
105,E0_I2_P4,,2.434249453555839e-14
106,E0_I2_P5,,0.0
107,E0_I2_P6,,2.997836362257997e-14
108,E0_I2_P7,,0.0
109,E0_I2_P8,,0.0
110,E0_I2_P9,,0.0
111,E0_I2_P10,,0.0
112,E0_I2_P11,,0.0
113,E0_I2_P12,,0.0
114,E0_I2_P13,,0.0
115,E0_I2_P14,,0.0
116,E0_I2_P15,,0.0
117,E0_I2_P16,,0.0
118,E0_I2_P17,,0.0
